Day of Week,Entry Time,Exit Time,Meal Type,Number of People,Time Spent (minutes),Bill Amount ($),Gender,Table Location,Reservation,Customer Satisfaction,Live Music,Age Group,Weather Condition
Saturday,20:26,21:37,Breakfast,5,71,146.39,Other,Booth,No,1,Yes,25-35,Cloudy
Wednesday,06:51,09:48,Dinner,2,177,111.5,Other,Window,No,2,Yes,56+,Cloudy
Sunday,06:57,09:31,Breakfast,2,154,42.29,Female,Outdoor,Yes,3,Yes,36-45,Clear
Wednesday,13:01,15:18,Breakfast,5,137,52.88,Female,Window,Yes,3,Yes,46-55,Rainy
Sunday,13:48,16:47,Dinner,4,179,41.71,Female,Booth,Yes,1,No,56+,Cloudy
Thursday,19:58,21:23,Dinner,3,85,95.64,Male,Window,No,2,No,56+,Sunny
Sunday,20:30,21:09,Lunch,2,39,25.8,Male,Window,Yes,4,Yes,46-55,Rainy
Tuesday,16:37,17:56,Breakfast,2,79,104.66,Male,Window,Yes,2,No,56+,Rainy
Saturday,21:38,23:22,Dinner,4,104,145.74,Other,Outdoor,No,1,Yes,56+,Cloudy
Sunday,17:40,18:10,Dinner,2,30,40.27,Female,Booth,Yes,2,Yes,56+,Cloudy
Sunday,20:18,21:19,Lunch,5,61,96.09,Female,Window,No,4,Yes,56+,Clear
Saturday,08:03,09:24,Breakfast,6,81,133.16,Other,Window,Yes,5,Yes,25-35,Cloudy
Saturday,06:34,07:44,Dinner,3,70,31.79,Other,Outdoor,Yes,1,Yes,56+,Rainy
Saturday,14:18,15:17,Lunch,6,59,132.62,Female,Window,No,1,No,18-24,Rainy
Tuesday,12:14,13:14,Breakfast,2,60,118.59,Female,Window,No,5,Yes,46-55,Rainy
Thursday,16:46,19:22,Breakfast,5,156,105.74,Other,Outdoor,No,4,Yes,36-45,Sunny
Monday,14:33,15:03,Dinner,3,30,16,Male,Window,No,5,Yes,18-24,Sunny
Monday,08:23,10:40,Breakfast,6,137,141.77,Male,Window,Yes,1,Yes,25-35,Rainy
Wednesday,19:46,22:16,Lunch,6,150,39.55,Male,Outdoor,Yes,5,No,18-24,Cloudy
Monday,08:29,10:52,Breakfast,5,143,105.33,Male,Outdoor,Yes,4,Yes,46-55,Rainy
Wednesday,18:54,21:53,Breakfast,5,179,143.95,Male,Booth,No,1,Yes,25-35,Cloudy
Sunday,10:29,13:15,Dinner,3,166,13.02,Other,Outdoor,Yes,3,Yes,36-45,Rainy
Monday,07:21,10:15,Breakfast,5,174,66.23,Other,Outdoor,No,4,Yes,18-24,Cloudy
Tuesday,19:23,21:01,Breakfast,3,98,90.51,Male,Outdoor,No,4,Yes,18-24,Cloudy
Monday,06:33,09:26,Lunch,4,173,119.71,Female,Outdoor,No,3,Yes,36-45,Clear
Thursday,10:59,12:05,Dinner,3,66,71.35,Other,Window,No,3,Yes,25-35,Cloudy
Friday,17:19,19:05,Dinner,4,106,54.92,Other,Window,No,5,No,25-35,Rainy
Thursday,08:10,10:39,Lunch,3,149,114.26,Female,Window,Yes,2,No,18-24,Sunny
Tuesday,07:59,08:30,Breakfast,4,31,134.42,Other,Window,No,2,Yes,46-55,Cloudy
Monday,06:24,08:10,Dinner,6,106,26.49,Other,Outdoor,Yes,3,Yes,46-55,Rainy
Sunday,09:53,10:46,Lunch,5,53,46.77,Female,Outdoor,Yes,4,Yes,18-24,Cloudy
Sunday,19:53,20:23,Lunch,3,30,58.22,Male,Window,No,5,No,56+,Cloudy
Thursday,13:52,15:13,Breakfast,5,81,126.08,Male,Outdoor,No,5,Yes,36-45,Cloudy
Sunday,13:48,16:04,Breakfast,1,136,118.45,Female,Window,No,4,No,46-55,Rainy
Wednesday,08:41,09:35,Dinner,4,54,132.18,Female,Outdoor,Yes,5,Yes,25-35,Sunny
Wednesday,06:06,08:45,Breakfast,4,159,57.65,Female,Window,No,2,No,46-55,Cloudy
Thursday,18:10,18:42,Breakfast,1,32,64.56,Other,Booth,No,2,No,36-45,Sunny
Friday,21:24,00:17,Lunch,3,173,129.28,Female,Outdoor,No,2,Yes,56+,Rainy
Thursday,14:54,16:59,Breakfast,2,125,41.77,Male,Outdoor,Yes,3,No,36-45,Clear
Tuesday,15:41,18:05,Dinner,2,144,50.57,Female,Window,No,2,No,36-45,Sunny
Saturday,13:25,15:26,Dinner,4,121,51.64,Male,Outdoor,No,2,Yes,25-35,Rainy
Sunday,10:00,10:38,Breakfast,5,38,67.86,Female,Outdoor,No,2,Yes,46-55,Cloudy
Sunday,09:47,11:53,Breakfast,1,126,83.53,Other,Outdoor,No,4,No,25-35,Rainy
Thursday,14:58,15:48,Lunch,2,50,116.54,Other,Window,No,2,Yes,18-24,Rainy
Friday,11:24,13:22,Dinner,3,118,70.82,Other,Booth,No,3,No,56+,Cloudy
Friday,14:12,15:56,Lunch,4,104,18.01,Other,Outdoor,No,4,Yes,46-55,Clear
Thursday,11:07,13:20,Lunch,5,133,113.65,Other,Booth,Yes,5,Yes,56+,Sunny
Sunday,11:00,13:52,Breakfast,2,172,28.93,Male,Outdoor,No,4,Yes,56+,Sunny
Monday,20:09,21:40,Dinner,3,91,42.08,Other,Booth,No,3,Yes,18-24,Rainy
Tuesday,09:44,12:31,Dinner,5,167,132.34,Male,Outdoor,No,4,Yes,18-24,Sunny
Monday,13:47,15:12,Lunch,5,85,114.56,Male,Outdoor,Yes,4,No,25-35,Cloudy
Friday,10:40,11:54,Lunch,4,74,114.46,Female,Window,No,1,No,36-45,Cloudy
Monday,21:32,23:06,Breakfast,1,94,77.56,Male,Outdoor,No,4,Yes,18-24,Cloudy
Tuesday,06:13,07:39,Dinner,4,86,23.59,Male,Window,Yes,1,Yes,18-24,Clear
Tuesday,11:12,12:25,Lunch,4,73,74.38,Other,Outdoor,No,3,Yes,36-45,Rainy
Friday,20:01,21:45,Lunch,2,104,15.42,Female,Window,Yes,4,No,18-24,Sunny
Friday,09:00,11:05,Breakfast,6,125,17.69,Other,Booth,Yes,2,No,46-55,Rainy
Sunday,17:28,18:25,Dinner,5,57,126.67,Male,Outdoor,No,2,Yes,25-35,Clear
Sunday,10:15,12:11,Lunch,2,116,108.29,Male,Outdoor,Yes,4,No,56+,Rainy
Tuesday,12:54,14:26,Breakfast,3,92,148.28,Female,Outdoor,Yes,3,No,18-24,Rainy
Sunday,21:15,22:30,Lunch,3,75,107.59,Female,Booth,No,2,Yes,46-55,Rainy
Sunday,11:26,13:16,Lunch,6,110,141.48,Female,Booth,Yes,3,Yes,36-45,Cloudy
Friday,07:04,09:22,Dinner,1,138,43.3,Female,Booth,No,1,No,18-24,Rainy
Monday,19:35,20:58,Lunch,1,83,25.81,Female,Window,Yes,5,No,25-35,Rainy
Sunday,19:41,22:24,Lunch,1,163,29.48,Female,Outdoor,No,4,Yes,18-24,Clear
Monday,11:34,14:06,Lunch,5,152,60.22,Male,Window,Yes,1,No,18-24,Clear
Friday,13:07,14:13,Lunch,2,66,22.81,Female,Booth,Yes,5,No,18-24,Sunny
Tuesday,08:49,09:55,Dinner,2,66,37.03,Male,Booth,No,4,Yes,46-55,Sunny
Sunday,10:57,13:18,Breakfast,6,141,11.38,Other,Outdoor,Yes,2,No,36-45,Sunny
Monday,11:55,14:46,Dinner,2,171,142.94,Other,Window,No,1,Yes,56+,Clear
Tuesday,11:41,14:35,Breakfast,4,174,129.63,Male,Outdoor,No,4,Yes,56+,Rainy
Sunday,12:29,13:12,Breakfast,2,43,116.39,Other,Window,Yes,1,No,25-35,Clear
Friday,17:21,19:05,Dinner,5,104,138.62,Other,Booth,No,2,Yes,18-24,Rainy
Wednesday,14:59,16:21,Lunch,1,82,55.68,Female,Booth,No,1,Yes,18-24,Clear
Thursday,16:28,18:17,Lunch,6,109,70.87,Other,Booth,Yes,4,Yes,25-35,Clear
Monday,19:02,20:29,Breakfast,5,87,148.71,Female,Window,Yes,5,No,56+,Sunny
Sunday,19:13,20:35,Lunch,6,82,73.17,Female,Window,Yes,2,Yes,25-35,Rainy
Friday,19:48,22:03,Dinner,4,135,67.39,Female,Window,Yes,5,Yes,46-55,Clear
Monday,13:08,13:44,Breakfast,2,36,80.52,Female,Window,No,1,Yes,36-45,Clear
Saturday,13:33,14:05,Dinner,2,32,57.7,Other,Booth,No,2,Yes,36-45,Sunny
Sunday,19:02,20:06,Breakfast,1,64,75.66,Female,Window,Yes,4,No,18-24,Sunny
Monday,10:46,12:22,Lunch,6,96,124.41,Other,Booth,No,4,No,36-45,Cloudy
Saturday,17:46,19:33,Breakfast,1,107,53.37,Male,Outdoor,Yes,4,No,18-24,Cloudy
Monday,09:58,11:43,Dinner,6,105,68.54,Female,Window,No,5,No,46-55,Clear
Tuesday,07:08,08:20,Dinner,2,72,18.88,Other,Outdoor,No,2,Yes,18-24,Clear
Sunday,09:58,10:43,Lunch,2,45,77.64,Female,Outdoor,Yes,3,Yes,36-45,Rainy
Friday,21:24,23:31,Breakfast,4,127,27.42,Male,Outdoor,No,5,No,46-55,Rainy
Tuesday,18:41,19:11,Breakfast,6,30,77.14,Other,Window,No,1,Yes,56+,Rainy
Sunday,21:44,23:25,Dinner,4,101,29.8,Female,Outdoor,Yes,4,No,25-35,Rainy
Tuesday,11:09,14:08,Lunch,5,179,143.11,Female,Outdoor,Yes,4,Yes,56+,Clear
Friday,09:53,12:53,Dinner,2,180,90.87,Male,Outdoor,No,5,Yes,46-55,Sunny
Sunday,11:31,13:42,Lunch,1,131,79.61,Female,Outdoor,No,4,No,56+,Cloudy
Tuesday,17:07,18:08,Dinner,2,61,57.32,Male,Booth,No,5,Yes,56+,Sunny
Friday,18:24,20:26,Breakfast,4,122,141.91,Other,Window,Yes,3,No,18-24,Cloudy
Thursday,21:02,22:11,Lunch,3,69,27.22,Male,Window,No,2,Yes,56+,Cloudy
Tuesday,12:23,14:54,Dinner,1,151,128.09,Other,Outdoor,No,2,Yes,18-24,Clear
Monday,13:12,14:23,Dinner,3,71,38.1,Other,Booth,Yes,2,Yes,56+,Cloudy
Wednesday,07:39,10:33,Dinner,2,174,30.5,Male,Booth,Yes,2,No,25-35,Clear
Sunday,13:33,16:15,Dinner,1,162,112.84,Female,Window,Yes,5,No,36-45,Rainy
Thursday,12:41,14:49,Breakfast,6,128,53.11,Male,Booth,Yes,3,Yes,36-45,Clear
Wednesday,11:31,12:49,Lunch,6,78,64.28,Other,Window,No,2,Yes,25-35,Clear
Tuesday,16:06,17:11,Dinner,5,65,137.71,Male,Outdoor,No,5,Yes,46-55,Clear
Saturday,06:29,08:30,Breakfast,2,121,32.03,Female,Booth,Yes,3,No,46-55,Cloudy
Thursday,17:52,19:48,Lunch,6,116,44.17,Other,Booth,Yes,4,Yes,56+,Cloudy
Sunday,06:48,09:36,Breakfast,6,168,36.09,Male,Outdoor,Yes,3,Yes,56+,Sunny
Wednesday,13:05,14:57,Breakfast,4,112,62.41,Male,Booth,No,3,Yes,25-35,Cloudy
Sunday,20:28,21:07,Lunch,5,39,56.72,Other,Outdoor,Yes,2,No,25-35,Sunny
Monday,14:31,15:04,Lunch,6,33,31.58,Other,Booth,Yes,2,Yes,25-35,Cloudy
Wednesday,14:07,16:47,Breakfast,5,160,148.47,Male,Window,No,5,Yes,18-24,Rainy
Tuesday,13:36,15:11,Breakfast,2,95,128.63,Male,Window,Yes,4,Yes,25-35,Sunny
Saturday,16:21,17:48,Lunch,4,87,118.97,Female,Outdoor,Yes,3,Yes,36-45,Clear
Sunday,19:36,21:56,Breakfast,1,140,107.99,Male,Window,No,3,Yes,56+,Clear
Monday,07:46,10:20,Lunch,6,154,148.92,Male,Booth,No,4,Yes,56+,Clear
Monday,17:25,19:37,Breakfast,1,132,123.26,Male,Booth,Yes,5,No,46-55,Sunny
Wednesday,07:03,08:18,Breakfast,2,75,10.22,Male,Booth,No,2,Yes,36-45,Cloudy
Sunday,08:54,10:22,Dinner,2,88,27.77,Male,Window,Yes,5,Yes,56+,Rainy
Thursday,10:27,12:00,Breakfast,4,93,25.17,Other,Outdoor,Yes,1,No,25-35,Rainy
Saturday,18:48,20:41,Breakfast,1,113,85.68,Female,Outdoor,Yes,1,Yes,56+,Sunny
Tuesday,07:22,09:57,Breakfast,6,155,73.79,Male,Window,Yes,1,No,56+,Sunny
Wednesday,06:43,07:30,Dinner,4,47,11.47,Female,Booth,No,5,Yes,46-55,Clear
Monday,17:12,18:58,Lunch,4,106,130.79,Female,Booth,Yes,4,No,25-35,Cloudy
Thursday,18:32,20:38,Breakfast,4,126,104.92,Female,Window,Yes,3,No,46-55,Sunny
Saturday,12:46,14:10,Breakfast,3,84,126.29,Male,Outdoor,Yes,2,No,46-55,Rainy
Tuesday,07:34,10:32,Breakfast,4,178,78.05,Female,Booth,Yes,3,Yes,56+,Sunny
Tuesday,16:43,17:34,Dinner,6,51,134.53,Other,Booth,Yes,4,Yes,25-35,Cloudy
Sunday,15:51,17:25,Dinner,3,94,102.53,Other,Outdoor,No,1,Yes,56+,Rainy
Thursday,15:22,16:21,Dinner,2,59,16.38,Other,Outdoor,Yes,4,No,46-55,Sunny
Monday,09:46,11:05,Lunch,1,79,122.83,Male,Outdoor,No,5,No,56+,Cloudy
Sunday,18:08,19:02,Lunch,1,54,93.28,Other,Booth,Yes,5,No,56+,Clear
Sunday,14:14,16:00,Lunch,2,106,141.26,Other,Window,Yes,2,No,25-35,Cloudy
Friday,20:59,22:19,Lunch,5,80,113.44,Male,Booth,Yes,4,Yes,46-55,Cloudy
Saturday,16:56,17:50,Lunch,4,54,18.36,Female,Booth,Yes,3,Yes,46-55,Cloudy
Monday,18:12,20:03,Lunch,5,111,116.2,Other,Window,Yes,2,No,25-35,Cloudy
Friday,20:25,21:07,Lunch,4,42,100.71,Other,Window,Yes,2,No,46-55,Clear
Friday,20:24,21:32,Breakfast,6,68,87.58,Female,Outdoor,Yes,1,No,36-45,Rainy
Sunday,21:51,00:02,Dinner,5,131,20.38,Other,Window,No,1,No,46-55,Cloudy
Saturday,12:04,12:46,Lunch,4,42,83.01,Male,Outdoor,Yes,3,Yes,56+,Sunny
Wednesday,06:18,07:22,Lunch,4,64,102.19,Female,Booth,No,5,Yes,18-24,Sunny
Friday,17:38,19:14,Breakfast,1,96,119.16,Other,Window,Yes,5,No,36-45,Cloudy
Wednesday,15:49,18:15,Breakfast,5,146,83.61,Male,Outdoor,Yes,4,No,36-45,Rainy
Thursday,17:08,19:57,Breakfast,2,169,51.78,Other,Outdoor,Yes,2,Yes,18-24,Sunny
Thursday,18:43,20:50,Lunch,3,127,94.23,Other,Window,No,2,No,25-35,Rainy
Thursday,16:38,19:16,Dinner,4,158,52.46,Female,Window,Yes,5,Yes,36-45,Cloudy
Saturday,06:20,07:48,Lunch,1,88,32.14,Other,Outdoor,No,1,No,25-35,Cloudy
Monday,10:47,13:45,Lunch,1,178,15.44,Male,Outdoor,Yes,3,Yes,56+,Cloudy
Saturday,14:35,16:57,Dinner,2,142,14.49,Female,Booth,No,5,No,25-35,Cloudy
Friday,16:24,18:18,Lunch,3,114,133.33,Other,Outdoor,Yes,5,No,25-35,Sunny
Monday,13:18,14:30,Dinner,3,72,124.55,Male,Window,No,2,Yes,36-45,Rainy
Sunday,15:45,16:52,Lunch,1,67,143.94,Female,Outdoor,No,5,No,56+,Rainy
Friday,17:25,19:45,Dinner,1,140,25.72,Other,Booth,No,4,No,46-55,Sunny
Thursday,14:41,15:17,Breakfast,2,36,86.79,Female,Outdoor,Yes,2,Yes,25-35,Sunny
Tuesday,12:35,14:37,Dinner,5,122,53.65,Male,Outdoor,No,2,Yes,18-24,Cloudy
Tuesday,12:59,15:43,Breakfast,5,164,135.24,Female,Window,No,4,Yes,18-24,Cloudy
Monday,12:39,14:10,Lunch,3,91,70.34,Other,Booth,Yes,3,No,25-35,Rainy
Monday,09:22,11:15,Breakfast,2,113,77.29,Female,Outdoor,No,4,Yes,46-55,Cloudy
Tuesday,06:44,08:33,Breakfast,6,109,10.67,Female,Outdoor,Yes,3,Yes,36-45,Cloudy
Monday,13:59,16:31,Dinner,3,152,127.65,Male,Outdoor,Yes,3,Yes,56+,Cloudy
Thursday,14:39,15:39,Lunch,3,60,25.76,Female,Booth,No,5,No,36-45,Clear
Saturday,11:56,12:29,Lunch,5,33,104.63,Other,Booth,No,1,No,25-35,Cloudy
Monday,12:55,14:21,Breakfast,4,86,18.12,Other,Booth,Yes,2,Yes,56+,Rainy
Tuesday,16:29,17:35,Breakfast,2,66,133.55,Male,Booth,Yes,3,No,36-45,Cloudy
Saturday,14:21,16:29,Dinner,5,128,141.53,Male,Window,Yes,3,No,46-55,Cloudy
Friday,21:02,23:05,Lunch,6,123,24.92,Male,Booth,Yes,2,No,56+,Clear
Saturday,16:17,16:55,Dinner,2,38,22.6,Female,Booth,Yes,1,Yes,18-24,Cloudy
Sunday,11:03,13:00,Lunch,5,117,13.99,Other,Window,Yes,4,Yes,56+,Cloudy
Monday,10:10,12:49,Breakfast,1,159,123.7,Female,Booth,No,1,No,36-45,Sunny
Tuesday,17:38,19:11,Lunch,5,93,76.64,Female,Outdoor,Yes,5,Yes,56+,Cloudy
Monday,14:48,16:08,Lunch,5,80,90.87,Male,Window,No,3,Yes,36-45,Cloudy
Friday,17:25,20:16,Lunch,4,171,87.92,Other,Window,No,2,Yes,56+,Cloudy
Saturday,16:51,18:22,Breakfast,6,91,101.27,Male,Outdoor,Yes,5,No,25-35,Rainy
Tuesday,13:56,15:36,Breakfast,4,100,49.29,Male,Booth,No,5,No,56+,Cloudy
Wednesday,10:36,11:07,Dinner,3,31,89.15,Male,Booth,Yes,4,No,46-55,Cloudy
Tuesday,06:43,07:50,Breakfast,2,67,96.34,Male,Outdoor,No,1,Yes,56+,Sunny
Sunday,08:57,09:48,Dinner,1,51,74.92,Other,Booth,No,1,Yes,36-45,Clear
Thursday,12:14,14:59,Lunch,2,165,119.94,Other,Window,No,1,No,56+,Cloudy
Wednesday,09:03,11:30,Dinner,5,147,71.17,Female,Outdoor,No,5,Yes,46-55,Clear
Saturday,08:31,10:13,Dinner,5,102,139.38,Other,Outdoor,Yes,3,Yes,25-35,Sunny
Sunday,20:53,22:18,Dinner,2,85,35.4,Female,Outdoor,No,4,No,18-24,Clear
Wednesday,20:56,22:35,Breakfast,6,99,84.49,Other,Booth,No,3,No,36-45,Cloudy
Saturday,11:09,12:12,Lunch,2,63,78.31,Female,Window,Yes,4,Yes,36-45,Sunny
Sunday,18:58,21:37,Breakfast,3,159,64.92,Female,Window,No,4,No,36-45,Sunny
Monday,17:47,20:04,Dinner,1,137,98.76,Other,Outdoor,Yes,2,Yes,36-45,Cloudy
Sunday,15:16,18:09,Lunch,6,173,46.92,Male,Outdoor,No,5,Yes,36-45,Rainy
Wednesday,07:45,10:02,Lunch,6,137,92.88,Other,Window,No,4,Yes,56+,Rainy
Sunday,13:17,14:54,Dinner,5,97,79.66,Male,Window,No,1,Yes,56+,Rainy
Saturday,08:12,09:51,Dinner,5,99,88.24,Female,Booth,No,5,Yes,36-45,Clear
Monday,21:53,23:52,Lunch,1,119,49.7,Female,Window,No,4,Yes,46-55,Sunny
Saturday,11:41,12:43,Lunch,3,62,93.43,Other,Outdoor,Yes,4,Yes,18-24,Rainy
Monday,10:23,11:29,Lunch,5,66,13.23,Female,Booth,No,3,No,56+,Clear
Tuesday,06:09,07:14,Breakfast,3,65,42.36,Male,Outdoor,No,4,No,25-35,Cloudy
Thursday,12:07,12:37,Dinner,6,30,59.43,Male,Booth,Yes,1,No,56+,Rainy
Saturday,08:05,10:30,Lunch,2,145,53,Female,Outdoor,No,1,Yes,46-55,Rainy
Monday,18:08,20:16,Lunch,1,128,43.24,Other,Booth,Yes,3,No,46-55,Rainy
Friday,08:57,11:20,Breakfast,1,143,100.69,Other,Window,Yes,4,No,25-35,Rainy
Saturday,20:48,23:37,Lunch,6,169,126.71,Other,Window,No,4,No,46-55,Clear
Saturday,11:42,14:08,Dinner,1,146,55.16,Other,Booth,No,3,No,56+,Clear
Tuesday,10:44,13:22,Breakfast,1,158,39.06,Female,Booth,No,5,Yes,46-55,Clear
Sunday,13:43,14:23,Breakfast,3,40,117.79,Other,Window,No,5,Yes,25-35,Clear
Tuesday,11:35,14:05,Breakfast,1,150,48.31,Male,Outdoor,No,4,No,18-24,Rainy
Saturday,13:00,13:30,Breakfast,5,30,30.56,Other,Booth,Yes,2,Yes,56+,Rainy
Sunday,17:28,18:07,Dinner,4,39,104.48,Male,Outdoor,No,2,No,46-55,Clear
Wednesday,13:43,14:38,Lunch,3,55,72.24,Female,Window,No,3,Yes,46-55,Clear
Sunday,11:33,14:18,Dinner,3,165,42.7,Other,Outdoor,Yes,5,Yes,56+,Cloudy
Tuesday,07:53,09:27,Dinner,2,94,98.46,Female,Window,No,5,Yes,36-45,Cloudy
Friday,08:26,10:35,Breakfast,5,129,88.49,Male,Window,Yes,3,No,25-35,Rainy
Tuesday,16:26,17:09,Dinner,1,43,116.41,Male,Booth,Yes,3,Yes,18-24,Clear
Friday,09:04,10:18,Breakfast,3,74,41.47,Other,Outdoor,Yes,1,Yes,46-55,Cloudy
Sunday,21:49,23:25,Breakfast,3,96,34.68,Other,Booth,No,4,Yes,36-45,Sunny
Tuesday,15:31,17:27,Breakfast,4,116,147.79,Female,Window,No,2,Yes,25-35,Sunny
Sunday,15:44,17:41,Lunch,2,117,133.76,Other,Window,Yes,4,No,36-45,Cloudy
Saturday,21:57,00:55,Dinner,1,178,109.26,Female,Outdoor,Yes,5,No,25-35,Rainy
Thursday,07:04,08:37,Dinner,4,93,54.23,Male,Window,Yes,4,Yes,56+,Rainy
Tuesday,20:06,21:31,Breakfast,1,85,125.67,Female,Booth,No,3,No,18-24,Clear
Saturday,10:27,11:42,Breakfast,1,75,70.69,Female,Booth,Yes,2,Yes,56+,Cloudy
Tuesday,18:57,21:11,Breakfast,5,134,96.15,Other,Booth,No,2,Yes,25-35,Cloudy
Wednesday,11:02,11:37,Dinner,3,35,21.28,Male,Outdoor,No,2,Yes,46-55,Sunny
Sunday,06:08,08:31,Breakfast,4,143,124.75,Female,Window,No,1,Yes,25-35,Clear
Monday,07:02,08:42,Breakfast,2,100,37.88,Male,Window,No,5,Yes,46-55,Rainy
Tuesday,08:44,10:56,Lunch,5,132,54.98,Male,Booth,Yes,3,Yes,18-24,Cloudy
Thursday,14:56,15:43,Lunch,4,47,68.61,Other,Outdoor,Yes,2,Yes,36-45,Clear
Saturday,10:14,11:33,Lunch,2,79,94.5,Female,Booth,No,2,No,36-45,Cloudy
Saturday,13:42,16:11,Dinner,5,149,11.07,Other,Window,No,4,Yes,46-55,Sunny
Tuesday,15:25,17:32,Lunch,6,127,100.4,Other,Booth,No,2,No,25-35,Clear
Friday,13:51,16:27,Lunch,5,156,51.51,Male,Window,No,1,No,25-35,Rainy
Sunday,06:54,08:03,Dinner,5,69,87.42,Female,Outdoor,No,5,Yes,25-35,Cloudy
Thursday,12:35,14:33,Lunch,6,118,143.86,Female,Booth,No,2,Yes,46-55,Cloudy
Monday,15:41,17:32,Breakfast,5,111,49.33,Male,Window,No,3,Yes,56+,Clear
Monday,09:27,11:59,Breakfast,1,152,144.11,Female,Window,No,2,Yes,18-24,Clear
Thursday,19:01,21:18,Dinner,5,137,101.64,Male,Outdoor,No,3,No,56+,Cloudy
Wednesday,06:52,07:46,Lunch,4,54,24.85,Female,Outdoor,No,1,Yes,25-35,Sunny
Monday,08:35,09:30,Dinner,3,55,140.15,Female,Booth,No,5,No,36-45,Cloudy
Friday,19:10,19:40,Dinner,6,30,64.38,Male,Outdoor,No,1,Yes,56+,Cloudy
Saturday,08:35,11:06,Breakfast,1,151,34.69,Male,Booth,Yes,3,Yes,25-35,Rainy
Saturday,10:37,12:38,Dinner,5,121,96.65,Female,Outdoor,Yes,4,No,18-24,Rainy
Thursday,06:58,08:08,Lunch,4,70,103.35,Other,Outdoor,Yes,5,No,25-35,Rainy
Tuesday,17:46,19:43,Dinner,1,117,69.64,Male,Outdoor,No,5,No,25-35,Clear
Sunday,18:08,20:42,Breakfast,1,154,118.61,Other,Booth,No,1,Yes,36-45,Cloudy
Thursday,17:52,18:41,Dinner,2,49,20.03,Other,Booth,Yes,2,No,56+,Clear
Monday,10:23,10:53,Breakfast,3,30,40.71,Other,Booth,No,5,Yes,18-24,Cloudy
Saturday,11:44,13:55,Dinner,1,131,132.93,Female,Outdoor,Yes,1,No,46-55,Clear
Tuesday,21:19,00:04,Dinner,4,165,27.49,Male,Outdoor,No,5,No,56+,Sunny
Saturday,08:49,11:10,Lunch,4,141,91.81,Male,Outdoor,Yes,3,No,46-55,Cloudy
Saturday,21:00,22:35,Lunch,4,95,105.81,Female,Outdoor,Yes,2,No,36-45,Sunny
Sunday,11:58,13:47,Lunch,3,109,24.16,Male,Window,No,4,No,46-55,Rainy
Thursday,15:09,17:08,Dinner,5,119,28.09,Other,Window,Yes,4,Yes,46-55,Clear
Sunday,19:55,21:37,Breakfast,6,102,57.58,Female,Outdoor,Yes,1,No,18-24,Clear
Sunday,15:50,18:23,Lunch,6,153,36.7,Female,Booth,No,3,Yes,56+,Cloudy
Thursday,17:08,18:38,Lunch,3,90,113.67,Male,Booth,Yes,4,Yes,46-55,Cloudy
Tuesday,13:53,14:32,Lunch,4,39,17.2,Male,Outdoor,Yes,3,Yes,25-35,Clear
Sunday,19:55,22:54,Lunch,2,179,50.46,Other,Window,Yes,5,No,46-55,Sunny
Tuesday,17:48,18:59,Dinner,6,71,26.28,Female,Booth,Yes,5,Yes,18-24,Clear
Saturday,13:46,14:59,Dinner,6,73,134.38,Female,Booth,Yes,1,No,46-55,Rainy
Monday,13:23,15:20,Lunch,4,117,111.99,Male,Booth,No,2,Yes,56+,Clear
Thursday,07:00,09:27,Lunch,1,147,51.32,Female,Booth,No,2,No,36-45,Sunny
Sunday,15:21,17:13,Dinner,4,112,25.81,Other,Outdoor,No,4,No,18-24,Clear
Friday,19:58,21:11,Breakfast,6,73,95.12,Other,Window,Yes,4,No,56+,Sunny
Sunday,11:41,13:02,Dinner,5,81,125.63,Female,Booth,No,5,No,25-35,Clear
Tuesday,15:21,17:26,Breakfast,1,125,46.4,Female,Booth,No,2,Yes,18-24,Cloudy
Thursday,20:54,22:03,Breakfast,2,69,106.16,Female,Outdoor,No,3,No,46-55,Sunny
Tuesday,06:37,07:57,Breakfast,5,80,28.1,Other,Window,Yes,1,No,46-55,Clear
Monday,07:08,09:05,Lunch,6,117,55.27,Male,Window,No,5,Yes,36-45,Sunny
Saturday,15:12,17:12,Lunch,1,120,23.84,Male,Outdoor,Yes,4,No,56+,Clear
Wednesday,18:27,19:08,Dinner,3,41,129.16,Male,Window,Yes,5,No,25-35,Cloudy
Saturday,07:25,09:19,Dinner,1,114,99.05,Male,Window,Yes,3,No,18-24,Cloudy
Wednesday,19:22,21:40,Dinner,3,138,61.51,Other,Window,Yes,5,Yes,25-35,Clear
Thursday,07:27,09:15,Lunch,4,108,42.97,Female,Booth,Yes,2,No,36-45,Cloudy
Saturday,12:41,15:12,Lunch,5,151,39.07,Male,Booth,No,2,No,46-55,Cloudy
Wednesday,19:01,20:48,Lunch,2,107,51.27,Female,Outdoor,No,5,Yes,46-55,Cloudy
Saturday,21:56,22:52,Dinner,6,56,19.28,Other,Booth,Yes,4,No,25-35,Sunny
Thursday,15:53,18:27,Breakfast,1,154,123.27,Male,Window,Yes,5,Yes,36-45,Sunny
Tuesday,21:02,21:44,Breakfast,2,42,118.9,Male,Outdoor,Yes,4,No,46-55,Rainy
Wednesday,06:03,06:44,Breakfast,6,41,100.62,Female,Booth,Yes,3,No,25-35,Rainy
Sunday,14:16,16:42,Breakfast,2,146,66.61,Female,Outdoor,Yes,4,Yes,46-55,Cloudy
Tuesday,18:12,19:57,Lunch,2,105,115.94,Female,Booth,Yes,3,No,56+,Cloudy
